model,contrast,estimate_ppb,status,cross_city_summary_lower,cross_city_summary_upper,cross_city_summary_note,n_cities,n_estimable_cities,missing_cities,uncertainty_status,n_station_days,n_city_days,n_strata,n_episode_station_days,n_episode_city_days,n_episodes
direct_episode_neither,episode_vs_neither,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,4936,1006,1709,1973,397,171
direct_episode_wind,episode_vs_wind_only,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,3825,738,1464,1682,322,149
persistent_wind_comparator,episode_vs_persistent_wind_only,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,9,Denver;Seattle,point_stage_year_diagnostics_pending,2923,560,1139,1326,251,107
direct_wind_spline,episode_vs_wind_only,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,3825,738,1464,1682,322,149
four_weather_regimes,compound_vs_reference,2.9745317197978425,estimable_all_11_cities,1.7833769935779864,4.165686446017698,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
four_weather_regimes,heat_only_vs_reference,0.5445537686557486,estimable_all_11_cities,-0.3542496616322178,1.443357198943715,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
four_weather_regimes,wind_only_vs_reference,2.8177306383075593,estimable_all_11_cities,2.0410368082977675,3.594424468317351,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
four_weather_regimes,compound_vs_wind_only,0.15680108149028335,estimable_all_11_cities,-0.7795896201148428,1.0931917830954094,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
four_weather_regimes,compound_vs_heat_only,2.429977951142094,estimable_all_11_cities,1.725704007007781,3.134251895276407,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
four_weather_regimes,compound_additive_interaction,-0.3877526871654652,estimable_all_11_cities,-0.7124470291388256,-0.06305834519210474,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
core_monitors,episode_vs_reference,3.1597268736238977,estimable_all_11_cities,2.150811201237207,4.168642546010588,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
core_monitors,heat_only_vs_reference,0.5280123426587238,estimable_all_11_cities,-0.37357436918082776,1.4295990544982753,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
core_monitors,wind_only_vs_reference,2.813999500427225,estimable_all_11_cities,2.0204171118929146,3.607581888961535,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
core_monitors,other_compound_vs_reference,2.7282445441383336,estimable_all_11_cities,1.3531134253292927,4.103375662947375,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
core_monitors,episode_vs_wind_only,0.3457273731966733,estimable_all_11_cities,-0.3778097226010391,1.0692644689943858,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
core_monitors,episode_vs_heat_only,2.631714530965174,estimable_all_11_cities,1.9084435905343502,3.354985471395998,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,65141,14122,15406,2669,555,189
equal_station_weights,episode_vs_reference,3.1353938663826515,estimable_all_11_cities,2.154889218042486,4.115898514722817,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
equal_station_weights,heat_only_vs_reference,0.5204086886778743,estimable_all_11_cities,-0.33305858104761565,1.3738759584033642,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
equal_station_weights,wind_only_vs_reference,2.810780461525868,estimable_all_11_cities,2.0388837051355884,3.5826772179161477,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
equal_station_weights,other_compound_vs_reference,2.7417418159599407,estimable_all_11_cities,1.4250522004619055,4.058431431457976,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
equal_station_weights,episode_vs_wind_only,0.3246134048567834,estimable_all_11_cities,-0.4139614220006547,1.0631882317142216,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
equal_station_weights,episode_vs_heat_only,2.6149851777047775,estimable_all_11_cities,1.956023129358683,3.273947226050872,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
exclude_2020,episode_vs_reference,3.084602605525822,estimable_all_11_cities,1.9500850204705198,4.219120190581124,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
exclude_2020,heat_only_vs_reference,0.5142114327698057,estimable_all_11_cities,-0.46164433751932765,1.4900672030589392,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
exclude_2020,wind_only_vs_reference,2.8812973509405118,estimable_all_11_cities,2.1007348619660124,3.661859839915011,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
exclude_2020,other_compound_vs_reference,2.807200944877083,estimable_all_11_cities,1.345029462596759,4.269372427157407,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
exclude_2020,episode_vs_wind_only,0.2033052545853108,estimable_all_11_cities,-0.6382647185787618,1.0448752277493834,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
exclude_2020,episode_vs_heat_only,2.570391172756017,estimable_all_11_cities,1.8995511470122628,3.2412311984997713,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,57523,11768,13770,2382,468,161
period_2019_2022,episode_vs_reference,3.3837050987438455,estimable_all_11_cities,2.291555957014142,4.475854240473549,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2019_2022,heat_only_vs_reference,0.6952575197168457,estimable_all_11_cities,0.020562964719830434,1.369952074713861,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2019_2022,wind_only_vs_reference,2.8269060672190687,estimable_all_11_cities,2.0391069511770152,3.614705183261122,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2019_2022,other_compound_vs_reference,2.9972259344517074,estimable_all_11_cities,1.6071732022319454,4.387278666671469,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2019_2022,episode_vs_wind_only,0.5567990315247772,estimable_all_11_cities,-0.3232584890285001,1.4368565520780545,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2019_2022,episode_vs_heat_only,2.6884475790269997,estimable_all_11_cities,1.966933821484501,3.4099613365694985,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,46392,9416,11029,1765,348,122
period_2023_2024,episode_vs_reference,2.7387531253800446,estimable_all_11_cities,1.4721383279022935,4.005367922857795,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
period_2023_2024,heat_only_vs_reference,0.20793512241524148,estimable_all_11_cities,-1.2361430325533103,1.6520132773837932,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
period_2023_2024,wind_only_vs_reference,2.7051295541025686,estimable_all_11_cities,1.949805316758892,3.460453791446245,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
period_2023_2024,other_compound_vs_reference,2.2197729480650605,estimable_all_11_cities,0.6677422319304789,3.771803664199642,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
period_2023_2024,episode_vs_wind_only,0.033623571277476394,estimable_all_11_cities,-1.0435036345278466,1.1107507770827993,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
period_2023_2024,episode_vs_heat_only,2.530818002964803,estimable_all_11_cities,1.2794626888599467,3.7821733170696596,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,22934,4706,5513,1081,207,67
extension_2025,episode_vs_reference,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
extension_2025,heat_only_vs_reference,0.2628628168801537,estimable_all_11_cities,-0.19382979416792473,0.7195554279282321,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
extension_2025,wind_only_vs_reference,2.6081463215260676,estimable_all_11_cities,1.931111555475096,3.2851810875770395,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
extension_2025,other_compound_vs_reference,2.6045895223831153,estimable_all_11_cities,1.4046204552801482,3.8045585894860823,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
extension_2025,episode_vs_wind_only,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
extension_2025,episode_vs_heat_only,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,10,Denver,point_stage_year_diagnostics_pending,11447,2347,2744,356,79,29
phase_calendar_secondary,episode_vs_reference,3.295732761650653,estimable_all_11_cities,2.2904030469305985,4.301062476370707,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_calendar_secondary,pre1_6_vs_reference,0.38142072764234575,estimable_all_11_cities,-0.14139481542844218,0.9042362707131337,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_calendar_secondary,post1_2_vs_reference,0.2341671729225972,estimable_all_11_cities,-0.27027053025441733,0.7386048760996118,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_calendar_secondary,post3_6_vs_reference,-0.18142415856977753,estimable_all_11_cities,-0.9031680107437873,0.5403196936042322,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_calendar_secondary,other_compound_vs_reference,2.7839659824808765,estimable_all_11_cities,1.5792302888486345,3.988701676113118,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_adjusted_secondary,episode_vs_reference,2.17174033485987,estimable_all_11_cities,1.5050023252217528,2.838478344497987,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_adjusted_secondary,pre1_6_vs_reference,0.1549405830494911,estimable_all_11_cities,-0.176300045589378,0.4861812116883602,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_adjusted_secondary,post1_2_vs_reference,0.037786201760058154,estimable_all_11_cities,-0.2932124465217077,0.368784850041824,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_adjusted_secondary,post3_6_vs_reference,0.015874694710921913,estimable_all_11_cities,-0.376548923216725,0.4082983126385688,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
phase_adjusted_secondary,other_compound_vs_reference,1.860086466315568,estimable_all_11_cities,0.8945520165322122,2.825620916098924,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,2846,555,189
city_median,episode_vs_reference,3.2191190941953325,estimable_all_11_cities,2.187584755626549,4.250653432764116,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
city_median,heat_only_vs_reference,0.5462730658527899,estimable_all_11_cities,-0.3404068656001462,1.432952997305726,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
city_median,wind_only_vs_reference,2.848622377248157,estimable_all_11_cities,2.0228064198261,3.6744383346702136,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
city_median,other_compound_vs_reference,2.7325860174370864,estimable_all_11_cities,1.356253968809505,4.108918066064668,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
city_median,episode_vs_wind_only,0.3704967169471752,estimable_all_11_cities,-0.31029969185838385,1.0512931257527343,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
city_median,episode_vs_heat_only,2.6728460283425424,estimable_all_11_cities,1.9429633171147147,3.40272873957037,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,14122,14122,3234,555,555,189
p85_p30_min2_sep7,episode_vs_reference,3.3211483267615636,estimable_all_11_cities,2.2593088017369496,4.382987851786178,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p85_p30_min2_sep7,heat_only_vs_reference,0.5535375829097711,estimable_all_11_cities,-0.4921301479124287,1.5992053137319708,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p85_p30_min2_sep7,wind_only_vs_reference,2.774736619125711,estimable_all_11_cities,2.0175491093169016,3.5319241289345205,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p85_p30_min2_sep7,other_compound_vs_reference,2.827054528989241,estimable_all_11_cities,1.1516200300862383,4.502489027892244,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p85_p30_min2_sep7,episode_vs_wind_only,0.5464117076358527,estimable_all_11_cities,-0.33628482247317304,1.4291082377448783,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p85_p30_min2_sep7,episode_vs_heat_only,2.767610743851792,estimable_all_11_cities,2.1405955217128105,3.3946259659907736,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1924,376,134
p80_p20_min2_sep7,episode_vs_reference,3.3582735756908964,estimable_all_11_cities,1.6027721604519882,5.113774990929804,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p20_min2_sep7,heat_only_vs_reference,0.5219512199058582,estimable_all_11_cities,-0.41507227384929557,1.458974713661012,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p20_min2_sep7,wind_only_vs_reference,2.8072429312634366,estimable_all_11_cities,1.9728229362694054,3.641662926257468,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p20_min2_sep7,other_compound_vs_reference,2.764661900274438,estimable_all_11_cities,1.3617565553167397,4.167567245232136,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p20_min2_sep7,episode_vs_wind_only,0.5510306444274596,estimable_all_11_cities,-0.8971203075233211,1.9991815963782402,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p20_min2_sep7,episode_vs_heat_only,2.836322355785038,estimable_all_11_cities,1.6343217650040467,4.038322946566029,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1741,337,118
p80_p30_min3_sep7,episode_vs_reference,,unavailable_all_11_city_target,,,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,9,Denver;Phoenix,point_stage_year_diagnostics_pending,69326,14122,16542,1922,366,86
p80_p30_min3_sep7,heat_only_vs_reference,0.5344550336484903,estimable_all_11_cities,-0.3518221249587813,1.420732192255762,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1922,366,86
p80_p30_min3_sep7,wind_only_vs_reference,2.8206218775105145,estimable_all_11_cities,2.0443842707929942,3.596859484228035,"Cross-city t summary of dispersion, df=10 under approximate independent-city conditions; not guaranteed 95% coverage of the fixed heterogeneous 11-city target.",11,11,,point_stage_year_diagnostics_pending,69326,14122,16542,1922,366,86
