city,stratum,station_days,city_dates,episode_station_days,comparator_station_days
Atlanta,13-121-0056|2023|7|3,2,2,1,1
Atlanta,13-121-0056|2023|8|1,2,2,1,1
Atlanta,13-121-0056|2023|8|5,2,2,1,1
Atlanta,13-121-0056|2024|6|5,3,3,2,1
Atlanta,13-121-0056|2024|7|0,3,3,1,2
Atlanta,13-121-0056|2024|7|3,2,2,1,1
Atlanta,13-121-0056|2024|7|4,3,3,2,1
Atlanta,13-121-0056|2024|7|5,3,3,2,1
Atlanta,13-121-0056|2024|8|2,2,2,1,1
Atlanta,13-121-0056|2024|9|0,2,2,1,1
Chicago,17-031-0076|2019|7|0,2,2,1,1
Chicago,17-031-0076|2019|7|1,2,2,1,1
Chicago,17-031-0076|2021|7|6,2,2,1,1
Chicago,17-031-0076|2022|8|2,2,2,1,1
Chicago,17-031-0076|2023|7|0,2,2,1,1
Chicago,17-031-0076|2024|7|1,2,2,1,1
Chicago,17-031-0076|2024|7|2,2,2,1,1
Chicago,17-031-0076|2024|8|2,2,2,1,1
Chicago,17-031-0076|2024|8|3,2,2,1,1
Chicago,17-031-0076|2024|8|4,3,3,1,2
Chicago,17-031-0076|2024|9|3,2,2,1,1
Chicago,17-031-0219|2020|8|4,2,2,1,1
Chicago,17-031-0219|2020|8|5,2,2,1,1
Chicago,17-031-0219|2021|7|0,2,2,1,1
Chicago,17-031-0219|2021|7|1,2,2,1,1
Chicago,17-031-0219|2021|7|6,2,2,1,1
Chicago,17-031-0219|2021|8|2,3,3,2,1
Chicago,17-031-0219|2021|8|4,2,2,1,1
Chicago,17-031-0219|2022|8|2,2,2,1,1
Chicago,17-031-0219|2023|7|0,3,3,1,2
Chicago,17-031-0219|2023|7|1,2,2,1,1
Chicago,17-031-0219|2024|7|1,2,2,1,1
Chicago,17-031-0219|2024|7|2,2,2,1,1
Chicago,17-031-0219|2024|8|2,2,2,1,1
Chicago,17-031-0219|2024|8|3,2,2,1,1
Chicago,17-031-0219|2024|8|4,3,3,1,2
Chicago,17-031-0219|2024|9|3,2,2,1,1
Chicago,17-031-3103|2019|7|0,2,2,1,1
Chicago,17-031-3103|2019|7|1,2,2,1,1
Chicago,17-031-3103|2020|8|4,2,2,1,1
Chicago,17-031-3103|2020|8|5,2,2,1,1
Chicago,17-031-3103|2021|7|0,2,2,1,1
Chicago,17-031-3103|2021|7|1,2,2,1,1
Chicago,17-031-3103|2021|7|6,2,2,1,1
Chicago,17-031-3103|2021|8|2,3,3,2,1
Chicago,17-031-3103|2021|8|4,2,2,1,1
Chicago,17-031-3103|2022|8|2,2,2,1,1
Chicago,17-031-3103|2023|7|0,4,4,1,3
Chicago,17-031-3103|2023|7|1,3,3,2,1
Chicago,17-031-3103|2023|7|2,2,2,1,1
Chicago,17-031-3103|2024|7|1,2,2,1,1
Chicago,17-031-3103|2024|7|2,2,2,1,1
Chicago,17-031-3103|2024|8|2,2,2,1,1
Chicago,17-031-3103|2024|8|3,2,2,1,1
Chicago,17-031-3103|2024|8|4,3,3,1,2
Chicago,17-031-3103|2024|9|3,2,2,1,1
Chicago,17-031-4002|2019|7|0,2,2,1,1
Chicago,17-031-4002|2019|7|1,2,2,1,1
Chicago,17-031-4002|2020|8|4,2,2,1,1
Chicago,17-031-4002|2021|7|0,2,2,1,1
Chicago,17-031-4002|2021|7|1,2,2,1,1
Chicago,17-031-4002|2021|7|6,2,2,1,1
Chicago,17-031-4002|2021|8|2,3,3,2,1
Chicago,17-031-4002|2021|8|4,2,2,1,1
Chicago,17-031-4002|2023|7|0,2,2,1,1
Chicago,17-031-4002|2024|7|1,2,2,1,1
Chicago,17-031-4002|2024|7|2,2,2,1,1
Chicago,17-031-4002|2024|8|2,2,2,1,1
Chicago,17-031-4002|2024|8|3,2,2,1,1
Chicago,17-031-4002|2024|8|4,3,3,1,2
Chicago,17-031-4002|2024|9|3,2,2,1,1
Dallas,48-113-0069|2019|9|6,2,2,1,1
Dallas,48-113-0069|2021|6|0,2,2,1,1
Dallas,48-113-0069|2021|7|3,4,4,1,3
Dallas,48-113-0069|2021|7|4,2,2,1,1
Dallas,48-113-0069|2021|8|2,2,2,1,1
Dallas,48-113-0069|2021|8|3,2,2,1,1
Dallas,48-113-0069|2022|6|4,2,2,1,1
Dallas,48-113-0069|2022|6|5,2,2,1,1
Dallas,48-113-0069|2022|8|2,3,3,1,2
Dallas,48-113-0069|2022|8|3,3,3,1,2
Dallas,48-113-0069|2022|9|1,3,3,1,2
Dallas,48-113-0069|2022|9|2,2,2,1,1
Dallas,48-113-0069|2022|9|3,4,4,1,3
Dallas,48-113-0069|2023|7|6,2,2,1,1
Dallas,48-113-0069|2024|7|2,2,2,1,1
Dallas,48-113-0069|2024|7|3,3,3,1,2
Dallas,48-113-0069|2024|8|1,2,2,1,1
Dallas,48-113-0069|2024|8|4,3,3,1,2
Dallas,48-113-0069|2024|8|5,3,3,1,2
Dallas,48-113-0075|2019|9|6,2,2,1,1
Dallas,48-113-0075|2021|6|0,2,2,1,1
Dallas,48-113-0075|2021|7|0,3,3,1,2
Dallas,48-113-0075|2021|7|1,3,3,1,2
Dallas,48-113-0075|2021|7|2,3,3,1,2
Dallas,48-113-0075|2021|7|3,4,4,1,3
Dallas,48-113-0075|2021|7|4,2,2,1,1
Dallas,48-113-0075|2021|8|2,2,2,1,1
Dallas,48-113-0075|2021|8|3,2,2,1,1
Dallas,48-113-0075|2022|6|4,2,2,1,1
Dallas,48-113-0075|2022|6|5,2,2,1,1
Dallas,48-113-0075|2023|7|6,2,2,1,1
Dallas,48-113-0075|2024|7|2,2,2,1,1
Dallas,48-113-0075|2024|7|3,3,3,1,2
Dallas,48-113-0075|2024|8|1,2,2,1,1
Dallas,48-113-0075|2024|8|4,3,3,1,2
Dallas,48-113-0075|2024|8|5,3,3,1,2
Dallas,48-113-0087|2021|6|0,2,2,1,1
Dallas,48-113-0087|2021|7|0,3,3,1,2
Dallas,48-113-0087|2021|7|1,3,3,1,2
Dallas,48-113-0087|2021|7|2,3,3,1,2
Dallas,48-113-0087|2021|7|3,4,4,1,3
Dallas,48-113-0087|2021|7|4,2,2,1,1
Dallas,48-113-0087|2021|8|2,2,2,1,1
Dallas,48-113-0087|2021|8|3,2,2,1,1
Dallas,48-113-0087|2022|6|5,2,2,1,1
Dallas,48-113-0087|2022|9|1,2,2,1,1
Dallas,48-113-0087|2022|9|3,2,2,1,1
Dallas,48-113-0087|2023|7|6,2,2,1,1
Dallas,48-113-0087|2024|7|3,2,2,1,1
Dallas,48-113-1067|2019|9|6,2,2,1,1
Dallas,48-113-1067|2021|6|0,2,2,1,1
Dallas,48-113-1067|2021|7|0,3,3,1,2
Dallas,48-113-1067|2021|7|2,3,3,1,2
Dallas,48-113-1067|2021|7|3,4,4,1,3
Dallas,48-113-1067|2021|7|4,2,2,1,1
Dallas,48-113-1067|2022|6|4,2,2,1,1
Dallas,48-113-1067|2022|6|5,2,2,1,1
Dallas,48-113-1067|2022|8|2,2,2,1,1
Dallas,48-113-1067|2022|8|3,3,3,1,2
Dallas,48-113-1067|2022|9|1,3,3,1,2
Dallas,48-113-1067|2022|9|2,2,2,1,1
Dallas,48-113-1067|2022|9|3,4,4,1,3
Dallas,48-113-1067|2024|7|2,2,2,1,1
Dallas,48-113-1067|2024|7|3,3,3,1,2
Dallas,48-113-1067|2024|8|1,2,2,1,1
Dallas,48-113-1067|2024|8|4,3,3,1,2
Dallas,48-113-1067|2024|8|5,3,3,1,2
Denver,08-001-3001|2021|8|0,2,2,1,1
Denver,08-001-3001|2024|7|0,3,3,1,2
Denver,08-001-3001|2024|7|6,2,2,1,1
Denver,08-031-0002|2019|8|6,2,2,1,1
Denver,08-031-0002|2021|8|0,2,2,1,1
Denver,08-031-0002|2022|8|0,3,3,1,2
Denver,08-031-0002|2022|8|1,3,3,1,2
Denver,08-031-0002|2024|7|0,3,3,1,2
Denver,08-031-0002|2024|7|6,2,2,1,1
Denver,08-031-0026|2019|8|6,2,2,1,1
Denver,08-031-0026|2021|8|0,2,2,1,1
Denver,08-031-0026|2022|8|0,3,3,1,2
Denver,08-031-0026|2022|8|1,3,3,1,2
Denver,08-031-0026|2024|7|6,2,2,1,1
Denver,08-031-0027|2019|8|6,2,2,1,1
Denver,08-031-0027|2021|8|0,2,2,1,1
Denver,08-031-0027|2022|8|0,3,3,1,2
Denver,08-031-0027|2022|8|1,3,3,1,2
Denver,08-031-0027|2024|7|0,3,3,1,2
Denver,08-031-0027|2024|7|6,2,2,1,1
Denver,08-031-0028|2019|8|6,2,2,1,1
Denver,08-031-0028|2021|8|0,2,2,1,1
Denver,08-031-0028|2022|8|0,3,3,1,2
Denver,08-031-0028|2022|8|1,3,3,1,2
Denver,08-031-0028|2024|7|0,3,3,1,2
Denver,08-031-0028|2024|7|6,2,2,1,1
Houston,48-201-0024|2019|8|2,3,3,1,2
Houston,48-201-0024|2019|8|3,3,3,1,2
Houston,48-201-0024|2019|8|4,2,2,1,1
Houston,48-201-0024|2019|8|5,3,3,1,2
Houston,48-201-0024|2019|9|0,2,2,1,1
Houston,48-201-0024|2020|8|0,2,2,1,1
Houston,48-201-0024|2020|8|3,2,2,1,1
Houston,48-201-0024|2021|6|1,2,2,1,1
Houston,48-201-0024|2021|6|2,3,3,1,2
Houston,48-201-0024|2021|6|5,3,3,1,2
Houston,48-201-0024|2021|7|6,3,3,1,2
Houston,48-201-0024|2021|8|1,3,3,1,2
Houston,48-201-0024|2022|6|5,2,2,1,1
Houston,48-201-0024|2022|8|2,3,3,1,2
Houston,48-201-0024|2022|8|3,2,2,1,1
Houston,48-201-0024|2022|9|3,3,3,1,2
Houston,48-201-0024|2022|9|4,4,4,1,3
Houston,48-201-0024|2023|9|0,2,2,1,1
Houston,48-201-0024|2023|9|1,2,2,1,1
Houston,48-201-0024|2023|9|4,2,2,1,1
Houston,48-201-0024|2023|9|5,2,2,1,1
Houston,48-201-0024|2024|6|6,3,3,1,2
Houston,48-201-0024|2024|7|0,2,2,1,1
Houston,48-201-0024|2024|7|1,2,2,1,1
Houston,48-201-0024|2024|8|0,4,4,3,1
Houston,48-201-0024|2024|8|1,4,4,3,1
Houston,48-201-0024|2024|8|2,4,4,3,1
Houston,48-201-0024|2024|8|3,5,5,4,1
Houston,48-201-0024|2024|9|2,2,2,1,1
Houston,48-201-0026|2019|8|2,3,3,1,2
Houston,48-201-0026|2019|8|3,3,3,1,2
Houston,48-201-0026|2019|8|4,3,3,2,1
Houston,48-201-0026|2019|8|5,3,3,1,2
Houston,48-201-0026|2019|9|0,2,2,1,1
Houston,48-201-0026|2020|8|0,2,2,1,1
Houston,48-201-0026|2020|8|3,2,2,1,1
Houston,48-201-0026|2021|6|1,3,3,1,2
Houston,48-201-0026|2021|6|5,3,3,1,2
Houston,48-201-0026|2021|7|0,4,4,1,3
Houston,48-201-0026|2021|7|6,3,3,1,2
Houston,48-201-0026|2021|8|0,3,3,1,2
Houston,48-201-0026|2021|8|1,3,3,1,2
Houston,48-201-0026|2022|6|5,2,2,1,1
Houston,48-201-0026|2022|8|2,3,3,1,2
Houston,48-201-0026|2022|8|3,2,2,1,1
Houston,48-201-0026|2022|9|3,3,3,1,2
Houston,48-201-0026|2022|9|4,4,4,1,3
Houston,48-201-0026|2023|9|0,2,2,1,1
Houston,48-201-0026|2023|9|1,2,2,1,1
Houston,48-201-0026|2023|9|4,2,2,1,1
Houston,48-201-0026|2023|9|5,2,2,1,1
Houston,48-201-0026|2024|6|3,2,2,1,1
Houston,48-201-0026|2024|6|4,2,2,1,1
Houston,48-201-0026|2024|6|6,3,3,1,2
Houston,48-201-0026|2024|7|0,2,2,1,1
Houston,48-201-0026|2024|7|1,2,2,1,1
Houston,48-201-0026|2024|8|0,4,4,3,1
Houston,48-201-0026|2024|8|1,4,4,3,1
Houston,48-201-0026|2024|8|2,4,4,3,1
Houston,48-201-0026|2024|8|3,5,5,4,1
Houston,48-201-0026|2024|9|2,2,2,1,1
Houston,48-201-0026|2024|9|4,3,3,1,2
Houston,48-201-0047|2019|8|2,3,3,1,2
Houston,48-201-0047|2019|8|3,3,3,1,2
Houston,48-201-0047|2019|8|4,3,3,2,1
Houston,48-201-0047|2019|8|5,3,3,1,2
Houston,48-201-0047|2019|9|0,2,2,1,1
Houston,48-201-0047|2020|8|0,2,2,1,1
Houston,48-201-0047|2020|8|3,2,2,1,1
Houston,48-201-0047|2021|6|5,2,2,1,1
Houston,48-201-0047|2021|7|0,3,3,1,2
Houston,48-201-0047|2021|7|6,3,3,1,2
Houston,48-201-0047|2021|8|0,3,3,1,2
Houston,48-201-0047|2021|8|1,2,2,1,1
Houston,48-201-0047|2022|6|5,2,2,1,1
Houston,48-201-0047|2022|9|3,3,3,1,2
Houston,48-201-0047|2022|9|4,2,2,1,1
Houston,48-201-0047|2024|6|3,2,2,1,1
Houston,48-201-0047|2024|6|4,2,2,1,1
Houston,48-201-0047|2024|6|6,3,3,1,2
Houston,48-201-0047|2024|7|0,2,2,1,1
Houston,48-201-0047|2024|7|1,2,2,1,1
Houston,48-201-0047|2024|8|2,3,3,2,1
Houston,48-201-0047|2024|8|3,4,4,3,1
Houston,48-201-0047|2024|9|2,2,2,1,1
Houston,48-201-0047|2024|9|4,3,3,1,2
Houston,48-201-0055|2019|8|2,3,3,1,2
Houston,48-201-0055|2019|8|3,2,2,1,1
Houston,48-201-0055|2019|8|4,3,3,2,1
Houston,48-201-0055|2019|8|5,3,3,1,2
Houston,48-201-0055|2019|9|0,2,2,1,1
Houston,48-201-0055|2020|8|3,2,2,1,1
Houston,48-201-0055|2021|6|1,2,2,1,1
Houston,48-201-0055|2021|6|2,2,2,1,1
Houston,48-201-0055|2021|6|5,3,3,1,2
Houston,48-201-0055|2021|7|0,3,3,1,2
Houston,48-201-0055|2021|7|6,2,2,1,1
Houston,48-201-0055|2021|8|0,3,3,1,2
Houston,48-201-0055|2021|8|1,3,3,1,2
Houston,48-201-0055|2022|6|5,2,2,1,1
Houston,48-201-0055|2022|8|2,2,2,1,1
Houston,48-201-0055|2022|8|3,2,2,1,1
Houston,48-201-0055|2022|9|3,3,3,1,2
Houston,48-201-0055|2022|9|4,4,4,1,3
Houston,48-201-0055|2023|9|0,2,2,1,1
Houston,48-201-0055|2023|9|1,2,2,1,1
Houston,48-201-0055|2023|9|5,2,2,1,1
Houston,48-201-0055|2024|6|6,3,3,1,2
Houston,48-201-0055|2024|8|0,4,4,3,1
Houston,48-201-0055|2024|8|1,4,4,3,1
Houston,48-201-0055|2024|8|2,4,4,3,1
Houston,48-201-0055|2024|8|3,5,5,4,1
Houston,48-201-0055|2024|9|2,2,2,1,1
Houston,48-201-0416|2019|8|2,3,3,1,2
Houston,48-201-0416|2019|8|3,3,3,1,2
Houston,48-201-0416|2019|8|4,3,3,2,1
Houston,48-201-0416|2019|8|5,3,3,1,2
Houston,48-201-0416|2019|9|0,2,2,1,1
Houston,48-201-0416|2020|8|3,2,2,1,1
Houston,48-201-0416|2021|6|1,3,3,1,2
Houston,48-201-0416|2021|6|2,3,3,1,2
Houston,48-201-0416|2021|6|5,3,3,1,2
Houston,48-201-0416|2021|7|0,4,4,1,3
Houston,48-201-0416|2021|7|6,3,3,1,2
Houston,48-201-0416|2021|8|0,3,3,1,2
Houston,48-201-0416|2021|8|1,3,3,1,2
Houston,48-201-0416|2022|6|5,2,2,1,1
Houston,48-201-0416|2022|8|2,3,3,1,2
Houston,48-201-0416|2022|8|3,2,2,1,1
Houston,48-201-0416|2022|9|3,2,2,1,1
Houston,48-201-0416|2022|9|4,3,3,1,2
Houston,48-201-0416|2023|9|0,2,2,1,1
Houston,48-201-0416|2023|9|1,2,2,1,1
Houston,48-201-0416|2023|9|4,2,2,1,1
Houston,48-201-0416|2023|9|5,2,2,1,1
Houston,48-201-0416|2024|6|3,2,2,1,1
Houston,48-201-0416|2024|6|4,2,2,1,1
Houston,48-201-0416|2024|6|6,3,3,1,2
Houston,48-201-0416|2024|7|0,2,2,1,1
Houston,48-201-0416|2024|7|1,2,2,1,1
Houston,48-201-0416|2024|8|0,4,4,3,1
Houston,48-201-0416|2024|8|1,4,4,3,1
Houston,48-201-0416|2024|8|2,4,4,3,1
Houston,48-201-0416|2024|8|3,5,5,4,1
Houston,48-201-0416|2024|9|2,2,2,1,1
Houston,48-201-0416|2024|9|4,3,3,1,2
Houston,48-201-0417|2021|6|1,2,2,1,1
Houston,48-201-0417|2021|6|2,3,3,1,2
Houston,48-201-0417|2021|6|5,3,3,1,2
Houston,48-201-0417|2021|7|0,4,4,1,3
Houston,48-201-0417|2021|7|6,3,3,1,2
Houston,48-201-0417|2021|8|0,3,3,1,2
Houston,48-201-0417|2021|8|1,3,3,1,2
Houston,48-201-0417|2022|6|5,2,2,1,1
Houston,48-201-0417|2022|8|2,3,3,1,2
Houston,48-201-0417|2022|8|3,2,2,1,1
Houston,48-201-0417|2022|9|3,3,3,1,2
Houston,48-201-0417|2022|9|4,4,4,1,3
Houston,48-201-0417|2023|9|0,2,2,1,1
Houston,48-201-0417|2023|9|1,2,2,1,1
Houston,48-201-0417|2023|9|4,2,2,1,1
Houston,48-201-0417|2023|9|5,2,2,1,1
Houston,48-201-0417|2024|6|3,2,2,1,1
Houston,48-201-0417|2024|6|4,2,2,1,1
Houston,48-201-0417|2024|6|6,3,3,1,2
Houston,48-201-0417|2024|7|0,2,2,1,1
Houston,48-201-0417|2024|7|1,3,3,2,1
Houston,48-201-0417|2024|7|2,4,4,1,3
Houston,48-201-0417|2024|8|0,4,4,3,1
Houston,48-201-0417|2024|8|1,4,4,3,1
Houston,48-201-0417|2024|8|2,4,4,3,1
Houston,48-201-0417|2024|8|3,5,5,4,1
Houston,48-201-0417|2024|9|2,2,2,1,1
Houston,48-201-0417|2024|9|4,3,3,1,2
Houston,48-201-1034|2019|8|3,3,3,1,2
Houston,48-201-1034|2019|8|4,2,2,1,1
Houston,48-201-1034|2019|8|5,3,3,1,2
Houston,48-201-1034|2019|9|0,2,2,1,1
Houston,48-201-1034|2020|8|3,2,2,1,1
Houston,48-201-1034|2021|6|1,3,3,1,2
Houston,48-201-1034|2021|6|2,3,3,1,2
Houston,48-201-1034|2021|6|5,3,3,1,2
Houston,48-201-1034|2021|7|0,4,4,1,3
Houston,48-201-1034|2021|7|6,3,3,1,2
Houston,48-201-1034|2021|8|0,3,3,1,2
Houston,48-201-1034|2021|8|1,3,3,1,2
Houston,48-201-1034|2022|6|5,2,2,1,1
Houston,48-201-1034|2022|8|2,3,3,1,2
Houston,48-201-1034|2022|8|3,2,2,1,1
Houston,48-201-1034|2022|9|3,3,3,1,2
Houston,48-201-1034|2022|9|4,4,4,1,3
Houston,48-201-1034|2023|9|0,2,2,1,1
Houston,48-201-1034|2023|9|1,2,2,1,1
Houston,48-201-1034|2023|9|4,2,2,1,1
Houston,48-201-1034|2023|9|5,2,2,1,1
Houston,48-201-1034|2024|6|3,2,2,1,1
Houston,48-201-1034|2024|6|4,2,2,1,1
Houston,48-201-1034|2024|6|6,3,3,1,2
Houston,48-201-1034|2024|7|0,2,2,1,1
Houston,48-201-1034|2024|7|1,2,2,1,1
Houston,48-201-1034|2024|8|0,4,4,3,1
Houston,48-201-1034|2024|8|1,4,4,3,1
Houston,48-201-1034|2024|8|3,5,5,4,1
Houston,48-201-1034|2024|9|2,2,2,1,1
Houston,48-201-1034|2024|9|4,3,3,1,2
Houston,48-201-1035|2019|8|2,3,3,1,2
Houston,48-201-1035|2019|8|3,3,3,1,2
Houston,48-201-1035|2019|8|4,3,3,2,1
Houston,48-201-1035|2019|8|5,3,3,1,2
Houston,48-201-1035|2019|9|0,2,2,1,1
Houston,48-201-1035|2020|8|3,2,2,1,1
Houston,48-201-1035|2021|6|1,2,2,1,1
Houston,48-201-1035|2021|6|2,3,3,1,2
Houston,48-201-1035|2021|6|5,3,3,1,2
Houston,48-201-1035|2021|7|0,4,4,1,3
Houston,48-201-1035|2021|7|6,3,3,1,2
Houston,48-201-1035|2021|8|0,3,3,1,2
Houston,48-201-1035|2021|8|1,3,3,1,2
Houston,48-201-1035|2022|6|5,2,2,1,1
Houston,48-201-1035|2022|8|2,2,2,1,1
Houston,48-201-1035|2022|8|3,2,2,1,1
Houston,48-201-1035|2024|6|3,2,2,1,1
Houston,48-201-1035|2024|6|4,2,2,1,1
Houston,48-201-1035|2024|8|0,4,4,3,1
Houston,48-201-1035|2024|8|2,3,3,2,1
Houston,48-201-1035|2024|8|3,5,5,4,1
Houston,48-201-1035|2024|9|2,2,2,1,1
Houston,48-201-1035|2024|9|4,3,3,1,2
Houston,48-201-1052|2019|8|2,3,3,1,2
Houston,48-201-1052|2019|8|3,3,3,1,2
Houston,48-201-1052|2019|8|4,3,3,2,1
Houston,48-201-1052|2019|8|5,3,3,1,2
Houston,48-201-1052|2019|9|0,2,2,1,1
Houston,48-201-1052|2020|8|0,2,2,1,1
Houston,48-201-1052|2020|8|3,2,2,1,1
Houston,48-201-1052|2021|6|1,3,3,1,2
Houston,48-201-1052|2021|6|5,3,3,1,2
Houston,48-201-1052|2022|6|5,2,2,1,1
Houston,48-201-1052|2022|8|2,2,2,1,1
Houston,48-201-1052|2022|8|3,2,2,1,1
Houston,48-201-1052|2022|9|3,3,3,1,2
Houston,48-201-1052|2022|9|4,4,4,1,3
Houston,48-201-1052|2023|9|1,2,2,1,1
Houston,48-201-1052|2023|9|4,2,2,1,1
Houston,48-201-1052|2023|9|5,2,2,1,1
Houston,48-201-1052|2024|6|3,2,2,1,1
Houston,48-201-1052|2024|6|4,2,2,1,1
Houston,48-201-1052|2024|6|6,3,3,1,2
Houston,48-201-1052|2024|7|0,2,2,1,1
Houston,48-201-1052|2024|7|1,2,2,1,1
Houston,48-201-1052|2024|7|2,4,4,1,3
Houston,48-201-1052|2024|8|0,4,4,3,1
Houston,48-201-1052|2024|8|1,4,4,3,1
Houston,48-201-1052|2024|8|2,4,4,3,1
Houston,48-201-1052|2024|8|3,5,5,4,1
Houston,48-201-1052|2024|9|2,2,2,1,1
Houston,48-201-1052|2024|9|4,3,3,1,2
Houston,48-201-1066|2019|8|2,3,3,1,2
Houston,48-201-1066|2019|8|4,2,2,1,1
Houston,48-201-1066|2020|8|0,2,2,1,1
Houston,48-201-1066|2020|8|3,2,2,1,1
Houston,48-201-1066|2021|6|1,3,3,1,2
Houston,48-201-1066|2021|6|2,2,2,1,1
Houston,48-201-1066|2021|6|5,3,3,1,2
Houston,48-201-1066|2021|7|0,4,4,1,3
Houston,48-201-1066|2021|7|6,3,3,1,2
Houston,48-201-1066|2021|8|0,3,3,1,2
Houston,48-201-1066|2021|8|1,3,3,1,2
